com_name,com_addr,com_area,com_class,com_trade,com_size,job_name,job_exp,job_edu,job_class,job_keyword,job_pay,job_info,postdate
成都心吉康科技有限公司,高新区天府大道中段萃华路89号（成都国际科技节能大厦）A座703,成都,民营公司,"医疗/护理/卫生,计算机服务(系统、数据服务、维修)",50-150人,高级算法工程师,3-4年经验,本科,算法工程师,算法工程师|数字信号处理,1.2-2万/月,,04-10发布
成都艾尔伯特科技有限责任公司,科园南二路,成都-武侯区,民营公司,"航天/航空,计算机服务(系统、数据服务、维修)",50-150人,人工智能算法工程师,无工作经验,大专,算法工程师,算法工程师,10-15万/年,擅长各类人工智能算法，了解流行的AI库以及人工智能库；根据研发需求，负责相关机器学习算法的改进和优化。 |任职要求： |1.计算机、电子、通信类等相关专业优先，有算法实现及算法应用等1年以上相关工作经验； |2.具备优异的数据结构和算法基础，能够对算法进行验证和实现； |3.对人工智能有强烈的兴趣和爱好，并愿意接受工作中的各种挑战；|4.能够承受工作压力，具有很强的学习能力，具有良好地沟通交流和团队合作能力。 |公司福利：六险一金、餐补、交通补贴、通讯补贴、全勤奖、员工生日聚会、系统的航空知识培训、年终奖金、绩效奖金、丰富的团队活动。早九晚五，周末双休，国家法定节假日，期待您加入我们的大家庭！相信我们，只要您有足够的能力，我们就能给您提供足够的平台去施展抱负。,04-10发布
成都中科合迅科技有限公司,成都市高新区科园南二路2号依米康环境科技A座1楼,成都,民营公司,计算机软件,150-500人,遥感算法工程师,无工作经验,本科,软件工程师,,0.8-1.5万/月,,04-10发布
四川知周科技有限责任公司,益州大道中段722号复城国际,成都-高新区,民营公司,"电子技术/半导体/集成电路,通信/电信/网络设备",50-150人,算法工程师,无工作经验,本科,算法工程师,软件工程师,0.8-1.5万/月,,04-10发布
中德宏泰电子科技股份有限公司成都分公司,成都市高新区天府大道中段东方希望天祥广场530号1号楼30楼3005,成都-高新区,上市公司,电子技术/半导体/集成电路,150-500人,深度学习算法工程师,无工作经验,本科,算法工程师,软件工程师|深度学习算法|算法工程师|软件工程师|CNN|RNN|人脸识别,1-1.5万/月,,04-09发布
湖南高途教育科技有限公司,天府大道南延线天府软件园B3栋3楼,成都-高新区,民营公司,互联网/电子商务,50-150人,音频算法工程师,,,算法工程师,,1-1.5万/月,"岗位职责：|负责语音识别技术算法研究与语音识别产品开发, 包括语音识别中声学模型相关算法的设计和实现, 声学模型的训练和优化， 以及为语音识别相关模块提供机器学习算法和工具的支持。|任职要求：|1.能够独立从事语音识别算法的研究和语音识别引擎的开发移植工作。|2.熟悉开源工具（如Kaldi，CMUSphinx），有大规模语音系统训练经验。|3.有算法研究背景经验，对语音识别有较深入理解, 熟悉相关算法（如DNN，GMM）。|4.在信号处理、声学建模、语言建模、深度学习等领域有较深入研究。|5.有丰富的C++开发经验， 熟练使用脚本语言。",
四川航电微能源有限公司,西航港经济开发区空港四路2666号(浩朗科技园）,成都-双流区,民营公司,新能源,少于50人,算法工程师,1年经验,硕士,算法工程师,大功率变换器,0.8-1.5万/月,1、 负责AC/DC、DC/DC、DC/AC等功率变换器控制算法设计及文档编写；|2、 负责功率变换器控制算法Matlab/simulink仿真；|3、 负责功率变换器控制算法FPGA实现、仿真和测试；|4、 负责控制系统FPGA外围接口逻辑设计、实现、仿真和测试。|任职要求：,04-03发布
兰亭集势,成都高新区天府软件园E区,成都,上市公司,互联网/电子商务,1000-5000人,算法工程师,无工作经验,硕士,互联网软件开发工程师,,0.8-1.3万/月,总体职责是进行日志分析，数据挖掘及相关算法的设计和开发，对用户行为，运营环节等方面进行建模和分析，预测，包括但不限于以下几方面;,04-02发布
成都宇飞信息工程有限责任公司,龙腾东路36号中海大厦1309,成都-武侯区,民营公司,计算机软件,50-150人,算法工程师(职位编号：05),无工作经验,本科,算法工程师,高级软件工程师|算法工程师|数字水印|软件研发|开发,10-20万/年,,04-02发布
美华尚医（成都）生物科技有限公司,科园南路88号生命科技园A1503,成都-高新区,外资（欧美）,制药/生物工程,少于50人,算法工程师,无工作经验,本科,算法工程师,算法|C++,4-8千/月,1、负责医疗数据模型设计与开发；|2、负责行为识别底层算法的研究与程序编写；|3、负责行为识别应用层的研究与程序编写；|4、负责对编写的独立功能模块的程序进行相应的测试。|岗位职责：|1、数学或应用数学、物理、机器视觉、计算机科学与技术、电气工程相关专业本科及以上学历；|2、精通C++及极强的代码书写能力；|3、较强的学习和独立解决问题的能力；|4、具备较强的创造性，渴望挑战和突破。,04-03发布
成都医云科技有限公司,天府软件园B区6栋2层,成都-高新区,民营公司,"医疗/护理/卫生,互联网/电子商务",500-1000人,深度学习算法工程师,2年经验,本科,算法工程师,,1.5-2.5万/月,1. 负责医疗方向的人工智能项目建设；|任职要求：|1. 数学、计算机、自动化等相关专业，本科学历以上，硕士优先；|2. 有过机器学习的实践经验，曾做过生产环境上运行的AI或算法相关项目；|3. 熟练使用开源框架，并能进行算法实现和验证；|4. 精通Python，熟悉多种互联网常用语言和工具，熟练使用Linux；|5. 有医疗行业的互联网经验者优先。,04-03发布
成都华日通讯技术有限公司,武兴四路130号3#楼,成都-武侯区,民营公司,"电子技术/半导体/集成电路,计算机软件",150-500人,信号处理算法工程师,无工作经验,本科,算法工程师,,0.8-1万/月,,04-03发布
成都尼毕鲁科技股份有限公司 (tap4fun),成都市高新区天府软件园A区A3三楼,成都,民营公司,"网络游戏,互联网/电子商务",150-500人,机器学习（人工智能开发）,无工作经验,硕士,语音/视频/图形开发工程师,大数据开发/分析,1.8-3.5万/月,工作职责|1、设计游戏AI，使用机器学习算法模拟真实人类玩家操作|2、参与TTS技术的研发与实现，让文字发声|3、利用视觉图像处理技术实现高清图像生成等功能，参与相关技术研发与实现|岗位要求|1、985高校研究生及以上学历，计算机、数学等相关专业|2、熟悉神经网络结构、精通机器学习算法|3、熟悉python编程，了解tensorflow、pytorch等深度学习框架|4、阅读过大量机器学习、深度学习相关文献、代码，发表过相关论文优先|5、极强的学历能力和逻辑思维能力，良好的沟通交流能力,04-03发布
成都思鸿维科技有限责任公司,天府大道1480号孵化园1号楼B栋2楼21号,成都-高新区,民营公司,"电子技术/半导体/集成电路,计算机软件",少于50人,初级图像识别算法工程师,1年经验,本科,嵌入式硬件开发(主板机…),嵌入式软件开发(Linux/单片机/PLC/DSP…)|FPGA,4-8千/月,岗位职责：|1、负责基于FPGA的图像处理算法研发及验证；|2、对现有图像处理算法进一步优化；|3、根据详细方案进行逻辑设计、仿真、调试、维护;|4、配合完成FPGA整机产品的调试、测试；|5、负责编写算法的相关说明文档;|6、接受高级FPGA工程师的工作指导及培训。|任职要求：|1、电子、通信、计算机、自动化等相关专业本科以上学历;|2、熟悉数字电路设计，熟悉C/C++，了解或掌握VHDL、Verilog HDL硬件描述语言优先录取；|3、熟悉XILINX或ALTERA的FPGA产品者优先；|4、熟悉Quartus/ISE/Vivado/Libero/ Matlab/Uctave等软件开发工具；|5、具有以下项目经验者优先：车牌图像识别、数字图像处理、机器学习、图像卷积算法实现、算法并行优化、定点优化；|6、有FPGA项目开发经验者优先。,04-04发布
成都安科泰丰科技有限公司,成都高新区天府大道中段1388号1栋7层778号,成都,民营公司,计算机软件,少于50人,算法工程师,2年经验,本科,算法工程师,软件工程师|算法工程师,0.8-1万/月,专业要求：|1、数学专业，电子工程，信息与通信类相关专业；|学历要求：|1. 本科及以上学历|语言要求：|1、能熟练使用matlab工具对已有代码进行调试验证，会编写matlab程序； |2、熟练使用一种编程语言。|具体任务：|1、精通数字信号处理技术，对卡尔曼滤波，小波变换等有实际应用经验；|2、根据需求完成产品或项目的需求分析及方案论。|3、可以独立完成算法设计；算法原型设计工作，结合工程化要求优化算法，分析并解决开发过程中的技术问题|4、有对加速度及陀螺仪做姿态检测经验的优先。|5、有对图像处理算法经验者优先。|6、有一定的文档编写能力及抗压能力。,04-04发布
博微视科技（成都）有限公司,高新区天府二街138号蜀都中心1栋707室,成都-高新区,外资（欧美）,"计算机硬件,计算机软件",少于50人,视频图像及人工智能算法工程师,1年经验,硕士,软件工程师,,1-1.5万/月,,04-05发布
北京龙软科技股份有限公司,成都市武侯区天府大道北段1684号环球中心E2 1704,成都-武侯区,民营公司,计算机软件,150-500人,算法工程师,2年经验,硕士,算法工程师,大数据挖掘|应用数学|自然语言处理,0.7-1.4万/月,"岗位职责：|1. 基于大规模用户行为，以效果为目标，建立并优化精准投放系统的基础算法和策略，优化推荐/定向投放算法，提升点击率等，向用户提供更智能化、个性化的观看体验； |2．整理和分析海量数据，合理抽取特征，结合实际需求实现数据挖掘算法，在线调优； |3．应用机器学习、数据挖掘技术，丰富对视频和用户的深度画像； |4. 完善和丰富用户和视频标签体系；|5. 完成领导安排的其他工作。| |任职条件：|1.全日制硕士及以上学历，计算机、数学或统计学等相关专业；|2.具备常用机器学习、数据挖掘和自然语言处理相关知识，如决策树、支持向量机、逻辑回归、线性回归等；|3. 具备一种或多种开发语言（如Python, java等）的程序和算法开发能力，掌握常用数据结构和算法；|4.对海量数据分析、挖掘有浓厚兴趣，热衷于机器学习和数据挖掘技术理论和实践，乐于钻研，对数据敏感，喜欢观察数据并从中发现价值；|5.熟悉Hadoop、spark、storm技术；|6.沉稳厚重，具备强烈的进取心、求知欲及团队合作精神。",04-06发布
